merchant_id,name_en,name_ar,category,in_directory,descriptor_patterns,amount_mean,amount_std,recurrence,aggregator,cities
M0238,Whites Pharmacy,صيدلية وايتس,health,True,"[""WHITES PHARMACY"", ""WHITESPHARMACY"", ""WHITES_PHARMACY"", ""WP""]",449.96,224.98,none,,"[""NJRAN"", ""RYD"", ""YANBU""]"
M0239,Hail Cinema,سينما حائل,entertainment,True,"[""HAIL CINEMA"", ""HAILCINEMA"", ""HAIL_CINEMA"", ""HC""]",56.77,17.03,none,,"[""QASSIM"", ""TABUK""]"
M0240,Mad Travel Agency,وكالة سفريات المدينة,travel,True,"[""MAD TRAVEL AGENCY"", ""MADTRAVELAGENCY"", ""MAD_TRAVEL_AGENCY"", ""MTA""]",1676.24,838.12,none,,"[""ABHA""]"
M0241,Lebara,ليبارا,telecom,True,"[""LEBARA""]",98.8,29.64,monthly,,"[""JED"", ""MAD"", ""MAK""]"
M0242,STC,إس تي سي,telecom,True,"[""STC"", ""STC PREPAID""]",150,60,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0243,Al Jazira Supermarket,سوبرماركت الجزيرة,groceries,True,"[""AJS"", ""AL JAZIRA SUPERMARKET"", ""ALJAZIRASUPERMARKET"", ""AL_JAZIRA_SUPERMARKET""]",96.14,48.07,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0244,Jeeny,جيني,transport,True,"[""JEENY""]",209.27,94.17,none,,"[""MAD"", ""TABUK"", ""TIF""]"
M0245,Ryd Gas Station,محطة بنزين الرياض,transport,False,"[""RGS"", ""RYD GAS STATION"", ""RYDGASSTATION"", ""RYD_GAS_STATION""]",116.9,52.61,none,,"[""HAIL"", ""YANBU""]"
M0246,Khobar Cinema,سينما الخبر,entertainment,False,"[""KC"", ""KHOBAR CINEMA"", ""KHOBARCINEMA"", ""KHOBAR_CINEMA""]",44.96,13.49,none,,"[""KHOBAR"", ""MAD""]"
M0247,Dmm Grill,مشوي الدمام,food,False,"[""DG"", ""DMM GRILL"", ""DMMGRILL"", ""DMM_GRILL"", ""SP*DMMGRILL""]",45.06,18.02,none,,"[""JED""]"
M0248,Abha Government Office,مكتب حكومي أبها,government,True,"[""ABHA GOVERNMENT OFFICE"", ""ABHAGOVERNMENTOFFICE"", ""ABHA_GOVERNMENT_OFFICE"", ""AGO""]",300.16,180.1,none,,"[""JED"", ""MAD"", ""RYD""]"
M0249,Yanbu Fuel Station,محطة وقود ينبع,transport,False,"[""SP*YANBUFUE"", ""YANBU FUEL STATION"", ""YANBUFUELSTATION"", ""YANBU_FUEL_STATION"", ""YFS""]",144.1,64.84,none,,"[""JED"", ""JIZAN""]"
M0250,Yanbu Grill 18,مشوي ينبع 18,food,True,"[""SP*YANBUGRI"", ""YANBU GRILL 18"", ""YANBUGRILL18"", ""YANBU_GRILL_18"", ""YG1""]",74.89,29.96,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0251,Tif Outlet 2,آوتلت الطائف 2,shopping,False,"[""TIF OUTLET 2"", ""TIFOUTLET2"", ""TIF_OUTLET_2"", ""TO2""]",191.7,115.02,none,,"[""TABUK""]"
M0252,Trip.com,تريب دوت كوم,travel,True,"[""TRIP.COM"", ""TRIPCOM""]",1529.37,764.68,none,,"[""DMM""]"
M0253,Dmm Diner,مطعم شعبي الدمام,food,False,"[""DD"", ""DMM DINER"", ""DMMDINER"", ""DMM_DINER""]",80.56,32.22,none,,"[""JIZAN"", ""RYD""]"
M0254,Jed Institute,معهد جدة,education,False,"[""JED INSTITUTE"", ""JEDINSTITUTE"", ""JED_INSTITUTE"", ""JI""]",671.11,335.56,none,,"[""MAD"", ""NJRAN"", ""QASSIM""]"
M0255,Abha Kitchen,مطبخ أبها,food,False,"[""ABHA KITCHEN"", ""ABHAKITCHEN"", ""ABHA_KITCHEN"", ""AK""]",22.45,8.98,none,,"[""KHOBAR"", ""RYD"", ""TIF""]"
M0256,Khobar Taxi Service,تاكسي الخبر,transport,False,"[""KHOBAR TAXI SERVICE"", ""KHOBARTAXISERVICE"", ""KHOBAR_TAXI_SERVICE"", ""KTS"", ""SP*KHOBARTA""]",143.12,64.4,none,,"[""JIZAN"", ""MAK""]"
M0257,Hail Services,خدمات حائل,bills,True,"[""HAIL SERVICES"", ""HAILSERVICES"", ""HAIL_SERVICES"", ""HS""]",196.77,68.87,monthly,,"[""DMM"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0258,Jizan Training Center 40,مركز تدريب جازان 40,education,False,"[""JIZAN TRAINING CENTER 40"", ""JIZANTRAININGCENTER40"", ""JIZAN_TRAINING_CENTER_40"", ""JTC4""]",1437.34,718.67,none,,"[""HAIL"", ""MAK"", ""QASSIM""]"
M0259,Njran Store 86,متجر نجران 86,shopping,False,"[""NJRAN STORE 86"", ""NJRANSTORE86"", ""NJRAN_STORE_86"", ""NS8""]",166.46,99.88,none,,"[""HAIL"", ""NJRAN"", ""YANBU""]"
M0260,Abha Parking,موقف سيارات أبها,transport,True,"[""ABHA PARKING"", ""ABHAPARKING"", ""ABHA_PARKING"", ""AP""]",162.89,73.3,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0261,Tif Taxi Service,تاكسي الطائف,transport,False,"[""SP*TIFTAXIS"", ""TIF TAXI SERVICE"", ""TIFTAXISERVICE"", ""TIF_TAXI_SERVICE"", ""TTS""]",113.49,51.07,none,,"[""NJRAN""]"
M0262,Shake Shack,شيك شاك,food,True,"[""SHAKE SHACK"", ""SHAKESHACK"", ""SHAKE_SHACK"", ""SS""]",20.1,8.04,none,,"[""MAK"", ""NJRAN"", ""TABUK""]"
M0263,Tabuk Restaurant,مطعم تبوك,food,False,"[""TABUK RESTAURANT"", ""TABUKRESTAURANT"", ""TABUK_RESTAURANT"", ""TR""]",70.89,28.36,none,,"[""TABUK""]"
M0264,Dmm Service Center,مركز خدمة الدمام,government,True,"[""DMM SERVICE CENTER"", ""DMMSERVICECENTER"", ""DMM_SERVICE_CENTER"", ""DSC""]",193.47,116.08,none,,"[""KHOBAR"", ""NJRAN"", ""YANBU""]"
M0265,Njran Store 15,متجر نجران 15,shopping,False,"[""NJRAN STORE 15"", ""NJRANSTORE15"", ""NJRAN_STORE_15"", ""NS1"", ""SP*NJRANSTO""]",395.61,237.37,none,,"[""KHOBAR"", ""MAD"", ""QASSIM""]"
M0266,Ryd Taxi Service,تاكسي الرياض,transport,False,"[""RTS"", ""RYD TAXI SERVICE"", ""RYDTAXISERVICE"", ""RYD_TAXI_SERVICE""]",142.2,63.99,none,,"[""TABUK""]"
M0267,Fuddruckers,فودراكرز,food,True,"[""FUDDRUCKERS""]",19.57,7.83,none,MRSOOL,"[""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0268,Tabuk Medical Center 20,مركز طبي تبوك 20,health,False,"[""TABUK MEDICAL CENTER 20"", ""TABUKMEDICALCENTER20"", ""TABUK_MEDICAL_CENTER_20"", ""TMC2""]",109.06,54.53,none,,"[""MAD"", ""QASSIM""]"
M0269,Virgin Mobile KSA,فيرجن موبايل,telecom,True,"[""SP*VIRGINMO"", ""VIRGIN MOBILE KSA"", ""VIRGINMOBILEKSA"", ""VIRGIN_MOBILE_KSA"", ""VMK""]",211.31,63.39,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0270,H&M,اتش اند ام,shopping,False,"[""H&M"", ""HM""]",309.27,185.56,none,,"[""NJRAN"", ""RYD"", ""TABUK""]"
M0271,Abha Boutique,بوتيك أبها,shopping,True,"[""AB"", ""ABHA BOUTIQUE"", ""ABHABOUTIQUE"", ""ABHA_BOUTIQUE"", ""SP*ABHABOUT""]",413.05,247.83,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0272,Qassim Kitchen,مطبخ القصيم,food,False,"[""QASSIM KITCHEN"", ""QASSIMKITCHEN"", ""QASSIM_KITCHEN"", ""QK""]",18.25,7.3,none,,"[""ABHA"", ""HAIL"", ""MAD""]"
M0273,Njran Supermarket,سوبر ماركت نجران,groceries,True,"[""NJRAN SUPERMARKET"", ""NJRANSUPERMARKET"", ""NJRAN_SUPERMARKET"", ""NS""]",240.74,120.37,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0274,Tif Outlet,آوتلت الطائف,shopping,True,"[""TIF OUTLET"", ""TIFOUTLET"", ""TIF_OUTLET"", ""TO""]",364.64,218.78,none,,"[""ABHA""]"
M0275,Texas Chicken,تكساس تشكن,food,True,"[""SP*TEXASCHI"", ""TC"", ""TEXAS CHICKEN"", ""TEXASCHICKEN"", ""TEXAS_CHICKEN""]",57.22,22.89,none,,"[""DMM"", ""JED"", ""MAK"", ""RYD""]"
M0276,Dmm Clinic,عيادة الدمام,health,True,"[""DC"", ""DMM CLINIC"", ""DMMCLINIC"", ""DMM_CLINIC""]",53.59,26.8,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0277,Dmm Store 90,محل بقالة الدمام 90,groceries,True,"[""DMM STORE 90"", ""DMMSTORE90"", ""DMM_STORE_90"", ""DS9""]",205.53,102.77,none,,"[""JED"", ""KHOBAR"", ""MAD""]"
M0278,Mak Grocery,بقالة مكة,groceries,True,"[""MAK GROCERY"", ""MAKGROCERY"", ""MAK_GROCERY"", ""MG"", ""SP*MAKGROCE""]",81.48,40.74,none,,"[""NJRAN""]"
M0279,Jed Tours,رحلات جدة,travel,True,"[""JED TOURS"", ""JEDTOURS"", ""JED_TOURS"", ""JT""]",1441.35,720.67,none,,"[""NJRAN"", ""TIF""]"
M0280,Mad Government Office,مكتب حكومي المدينة,government,False,"[""MAD GOVERNMENT OFFICE"", ""MADGOVERNMENTOFFICE"", ""MAD_GOVERNMENT_OFFICE"", ""MGO""]",285.86,171.52,none,,"[""HAIL"", ""NJRAN"", ""YANBU""]"
M0281,Mak Mall 79,مول مكة 79,shopping,True,"[""MAK MALL 79"", ""MAKMALL79"", ""MAK_MALL_79"", ""MM7"", ""SP*MAKMALL7""]",538.62,323.17,none,,"[""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0282,Jizan Gas Station,محطة بنزين جازان,transport,False,"[""JGS"", ""JIZAN GAS STATION"", ""JIZANGASSTATION"", ""JIZAN_GAS_STATION""]",176.11,79.25,none,,"[""HAIL"", ""JIZAN""]"
M0283,Tabuk Grill,مشوي تبوك,food,False,"[""SP*TABUKGRI"", ""TABUK GRILL"", ""TABUKGRILL"", ""TABUK_GRILL"", ""TG""]",64.16,25.66,none,,"[""ABHA"", ""NJRAN""]"
M0284,Zara,زارا,shopping,True,"[""ZARA""]",63.77,38.26,none,,"[""JIZAN"", ""QASSIM""]"
M0285,Jizan Store,متجر جازان,shopping,True,"[""JIZAN STORE"", ""JIZANSTORE"", ""JIZAN_STORE"", ""JS""]",383.67,230.2,none,,"[""ABHA"", ""HAIL"", ""TABUK""]"
M0286,Yanbu Restaurant,مطعم ينبع,food,True,"[""SP*YANBURES"", ""YANBU RESTAURANT"", ""YANBURESTAURANT"", ""YANBU_RESTAURANT"", ""YR""]",49.48,19.79,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0287,Jarir,جرير,shopping,True,"[""JARIR"", ""JARIR BOOKSTORE""]",441.37,264.82,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0288,Qassim Service Center,مركز خدمة القصيم,government,False,"[""QASSIM SERVICE CENTER"", ""QASSIMSERVICECENTER"", ""QASSIM_SERVICE_CENTER"", ""QSC""]",424.09,254.45,none,,"[""RYD""]"
M0289,Qassim Restaurant 79,مطعم القصيم 79,food,False,"[""QASSIM RESTAURANT 79"", ""QASSIMRESTAURANT79"", ""QASSIM_RESTAURANT_79"", ""QR7"", ""SP*QASSIMRE""]",77.21,30.88,none,TOYOU,"[""KHOBAR"", ""RYD""]"
M0290,IKEA,ايكيا,shopping,True,"[""IKEA""]",114.82,68.89,none,,"[""JED"", ""KHOBAR"", ""MAD""]"
M0291,Njran Shop,محل نجران,shopping,False,"[""NJRAN SHOP"", ""NJRANSHOP"", ""NJRAN_SHOP"", ""NS""]",579.87,347.92,none,,"[""JED""]"
M0292,Barn's,بارنز,food,False,"[""BARNS"", ""BARN'S CAFE""]",31.15,12.46,none,,"[""JED""]"
M0293,Sanid,سند,charity,True,"[""SANID""]",91.28,54.77,none,,"[""ABHA"", ""NJRAN"", ""RYD""]"
M0294,Nana Direct,نعناع,groceries,True,"[""NANA DIRECT"", ""NANADIRECT"", ""NANA_DIRECT"", ""ND""]",117.14,58.57,none,,"[""KHOBAR"", ""TABUK""]"
M0295,Abha Mart,تموينات أبها,groceries,False,"[""ABHA MART"", ""ABHAMART"", ""ABHA_MART"", ""AM"", ""SP*ABHAMART""]",258.65,129.32,none,,"[""JIZAN""]"
M0296,Tif Supermarket 45,سوبر ماركت الطائف 45,groceries,True,"[""SP*TIFSUPER"", ""TIF SUPERMARKET 45"", ""TIFSUPERMARKET45"", ""TIF_SUPERMARKET_45"", ""TS4""]",166.03,83.02,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0297,Khobar Kitchen,مطبخ الخبر,food,False,"[""KHOBAR KITCHEN"", ""KHOBARKITCHEN"", ""KHOBAR_KITCHEN"", ""KK""]",60.79,24.32,none,,"[""QASSIM""]"
M0298,Abha Restaurant,مطعم أبها,food,True,"[""ABHA RESTAURANT"", ""ABHARESTAURANT"", ""ABHA_RESTAURANT"", ""AR""]",75.74,30.3,none,,"[""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0299,Netflix,نتفلكس,entertainment,True,"[""NETFLIX"", ""NETFLIX.COM""]",45,8,monthly,,"[""DMM"", ""MAD"", ""QASSIM""]"
M0300,Mak Club 18,نادي مكة 18,entertainment,True,"[""MAK CLUB 18"", ""MAKCLUB18"", ""MAK_CLUB_18"", ""MC1""]",26.42,7.93,none,,"[""DMM"", ""MAK"", ""RYD""]"
M0301,Dmm Store,محل بقالة الدمام,groceries,True,"[""DMM STORE"", ""DMMSTORE"", ""DMM_STORE"", ""DS""]",72.28,36.14,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0302,Tabuk Utility Co 41,مرافق تبوك 41,bills,False,"[""SP*TABUKUTI"", ""TABUK UTILITY CO 41"", ""TABUKUTILITYCO41"", ""TABUK_UTILITY_CO_41"", ""TUC4""]",283.74,99.31,monthly,,"[""JIZAN""]"
M0303,Jizan Cinema,سينما جازان,entertainment,True,"[""JC"", ""JIZAN CINEMA"", ""JIZANCINEMA"", ""JIZAN_CINEMA""]",82.0,24.6,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0304,Dmm Boutique,بوتيك الدمام,shopping,False,"[""DB"", ""DMM BOUTIQUE"", ""DMMBOUTIQUE"", ""DMM_BOUTIQUE"", ""SP*DMMBOUTI""]",569.36,341.62,none,,"[""MAD""]"
M0305,Tif Tours 6,رحلات الطائف 6,travel,False,"[""SP*TIFTOURS"", ""TIF TOURS 6"", ""TIFTOURS6"", ""TIF_TOURS_6"", ""TT6""]",300.42,150.21,none,,"[""HAIL"", ""MAD"", ""TABUK""]"
M0306,Jed Pharmacy 39,صيدلية جدة 39,health,True,"[""JED PHARMACY 39"", ""JEDPHARMACY39"", ""JED_PHARMACY_39"", ""JP3"", ""SP*JEDPHARM""]",139.67,69.83,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0307,Njran Gas Station,محطة بنزين نجران,transport,False,"[""NGS"", ""NJRAN GAS STATION"", ""NJRANGASSTATION"", ""NJRAN_GAS_STATION""]",147.25,66.26,none,,"[""ABHA"", ""JIZAN"", ""QASSIM""]"
M0308,Spotify,سبوتيفاي,entertainment,False,"[""SPOTIFY""]",66.31,19.89,monthly,,"[""DMM"", ""TIF"", ""YANBU""]"
M0309,Ryd Fuel Station,محطة وقود الرياض,transport,True,"[""RFS"", ""RYD FUEL STATION"", ""RYDFUELSTATION"", ""RYD_FUEL_STATION""]",68.75,30.94,none,,"[""JIZAN"", ""MAD"", ""NJRAN""]"
M0310,Ryd Travel Agency,وكالة سفريات الرياض,travel,True,"[""RTA"", ""RYD TRAVEL AGENCY"", ""RYDTRAVELAGENCY"", ""RYD_TRAVEL_AGENCY""]",2388.08,1194.04,none,,"[""DMM"", ""MAD""]"
M0311,Khobar Game Zone,صالة ألعاب الخبر,entertainment,True,"[""KGZ"", ""KHOBAR GAME ZONE"", ""KHOBARGAMEZONE"", ""KHOBAR_GAME_ZONE""]",83.14,24.94,none,,"[""RYD"", ""TIF""]"
M0312,Muqeem,مقيم,government,False,"[""MUQEEM"", ""SP*MUQEEM""]",309.08,185.45,none,,"[""NJRAN""]"
M0313,Dmm Pharmacy,صيدلية الدمام,health,False,"[""DMM PHARMACY"", ""DMMPHARMACY"", ""DMM_PHARMACY"", ""DP"", ""SP*DMMPHARM""]",369.55,184.78,none,,"[""HAIL"", ""JED""]"
M0314,Dmm Mart,تموينات الدمام,groceries,True,"[""DM"", ""DMM MART"", ""DMMMART"", ""DMM_MART""]",67.62,33.81,none,,"[""JED"", ""MAK"", ""RYD""]"
M0315,Yanbu Store 58,متجر ينبع 58,shopping,True,"[""YANBU STORE 58"", ""YANBUSTORE58"", ""YANBU_STORE_58"", ""YS5""]",694.78,416.87,none,,"[""HAIL""]"
M0316,Tim Hortons,تيم هورتنز,food,True,"[""TH"", ""TIM HORTONS"", ""TIMHORTONS"", ""TIM_HORTONS""]",47.86,19.14,none,,"[""HAIL"", ""QASSIM"", ""RYD""]"
M0317,Tabuk Pharmacy,صيدلية تبوك,health,False,"[""TABUK PHARMACY"", ""TABUKPHARMACY"", ""TABUK_PHARMACY"", ""TP""]",89.07,44.53,none,,"[""KHOBAR""]"
M0318,Tabuk Academy,أكاديمية تبوك,education,True,"[""TA"", ""TABUK ACADEMY"", ""TABUKACADEMY"", ""TABUK_ACADEMY""]",1053.96,526.98,none,,"[""MAD""]"
M0319,Yanbu Grill,مشوي ينبع,food,True,"[""YANBU GRILL"", ""YANBUGRILL"", ""YANBU_GRILL"", ""YG""]",68.75,27.5,none,,"[""ABHA"", ""MAK""]"
M0320,Tif Pharmacy 82,صيدلية الطائف 82,health,True,"[""TIF PHARMACY 82"", ""TIFPHARMACY82"", ""TIF_PHARMACY_82"", ""TP8""]",279.92,139.96,none,,"[""JED""]"
M0321,Njran Mall,مول نجران,shopping,True,"[""NJRAN MALL"", ""NJRANMALL"", ""NJRAN_MALL"", ""NM""]",525.42,315.25,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0322,Jed Travel Agency,وكالة سفريات جدة,travel,True,"[""JED TRAVEL AGENCY"", ""JEDTRAVELAGENCY"", ""JED_TRAVEL_AGENCY"", ""JTA""]",645.99,323.0,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0323,Njran Diner,مطعم شعبي نجران,food,True,"[""ND"", ""NJRAN DINER"", ""NJRANDINER"", ""NJRAN_DINER"", ""SP*NJRANDIN""]",29.26,11.7,none,,"[""DMM"", ""HAIL"", ""YANBU""]"
M0324,Etihad Atheeb,اتحاد عذيب,telecom,True,"[""EA"", ""ETIHAD ATHEEB"", ""ETIHADATHEEB"", ""ETIHAD_ATHEEB""]",142.93,42.88,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0325,Njran Shop 89,محل نجران 89,shopping,False,"[""NJRAN SHOP 89"", ""NJRANSHOP89"", ""NJRAN_SHOP_89"", ""NS8""]",89.4,53.64,none,,"[""JED"", ""RYD""]"
M0326,Dmm Bakery,مخبز الدمام,food,True,"[""DB"", ""DMM BAKERY"", ""DMMBAKERY"", ""DMM_BAKERY""]",53.5,21.4,none,HUNGERSTATION,"[""RYD"", ""TIF""]"
M0327,Mak Mart 70,تموينات مكة 70,groceries,True,"[""MAK MART 70"", ""MAKMART70"", ""MAK_MART_70"", ""MM7"", ""SP*MAKMART7""]",222.99,111.5,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""RYD""]"
M0328,Mobily,موبايلي,telecom,True,"[""MOBILY""]",201.16,60.35,monthly,,"[""HAIL""]"
M0329,Costa Coffee,كوستا كوفي,food,False,"[""CC"", ""COSTA COFFEE"", ""COSTACOFFEE"", ""COSTA_COFFEE""]",37.45,14.98,none,,"[""MAD""]"
M0330,SACO,ساكو,shopping,True,"[""SACO""]",640.43,384.26,none,,"[""HAIL""]"
M0331,Mad Store 37,متجر المدينة 37,shopping,True,"[""MAD STORE 37"", ""MADSTORE37"", ""MAD_STORE_37"", ""MS3"", ""SP*MADSTORE""]",290.68,174.41,none,,"[""DMM"", ""RYD"", ""TIF""]"
M0332,Qassim Travel Agency,وكالة سفريات القصيم,travel,False,"[""QASSIM TRAVEL AGENCY"", ""QASSIMTRAVELAGENCY"", ""QASSIM_TRAVEL_AGENCY"", ""QTA""]",1440.52,720.26,none,,"[""YANBU""]"
M0333,Dmm Mall,مول الدمام,shopping,True,"[""DM"", ""DMM MALL"", ""DMMMALL"", ""DMM_MALL""]",594.18,356.51,none,,"[""NJRAN"", ""TIF""]"
M0334,Mak Taxi Service,تاكسي مكة,transport,False,"[""MAK TAXI SERVICE"", ""MAKTAXISERVICE"", ""MAK_TAXI_SERVICE"", ""MTS""]",217.43,97.84,none,,"[""MAD"", ""YANBU""]"
M0335,Dmm Shop,محل الدمام,shopping,True,"[""DMM SHOP"", ""DMMSHOP"", ""DMM_SHOP"", ""DS"", ""SP*DMMSHOP""]",192.58,115.55,none,,"[""JED"", ""MAD""]"
M0336,Ryd Restaurant,مطعم الرياض,food,True,"[""RR"", ""RYD RESTAURANT"", ""RYDRESTAURANT"", ""RYD_RESTAURANT"", ""SP*RYDRESTA""]",51.95,20.78,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0337,Danube,الدانوب,groceries,True,"[""DANUBE""]",263.53,131.76,none,,"[""TABUK""]"
M0338,Ryd Charity,جمعية خيرية الرياض,charity,False,"[""RC"", ""RYD CHARITY"", ""RYDCHARITY"", ""RYD_CHARITY""]",169.75,101.85,none,,"[""MAD""]"
M0339,Khobar Telecom,اتصالات الخبر,telecom,False,"[""KHOBAR TELECOM"", ""KHOBARTELECOM"", ""KHOBAR_TELECOM"", ""KT""]",125.25,37.57,monthly,,"[""JED"", ""MAK""]"
M0340,Mad Tours,رحلات المدينة,travel,True,"[""MAD TOURS"", ""MADTOURS"", ""MAD_TOURS"", ""MT"", ""SP*MADTOURS""]",549.52,274.76,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0341,Qassim Restaurant 77,مطعم القصيم 77,food,False,"[""QASSIM RESTAURANT 77"", ""QASSIMRESTAURANT77"", ""QASSIM_RESTAURANT_77"", ""QR7""]",57.13,22.85,none,,"[""JIZAN"", ""NJRAN"", ""TIF""]"
M0342,Kudu,كودو,food,True,"[""KUDU""]",31.53,12.61,none,,"[""NJRAN""]"
M0343,Ryd Bakery 78,مخبز الرياض 78,food,True,"[""RB7"", ""RYD BAKERY 78"", ""RYDBAKERY78"", ""RYD_BAKERY_78""]",22.77,9.11,none,MRSOOL,"[""DMM"", ""KHOBAR"", ""MAD""]"
M0344,Salam,سلام,telecom,True,"[""SALAM""]",189.18,56.75,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD""]"
M0345,Ryd Cinema,سينما الرياض,entertainment,True,"[""RC"", ""RYD CINEMA"", ""RYDCINEMA"", ""RYD_CINEMA""]",28.29,8.49,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0346,HungerStation,هنقرستيشن,food,True,"[""HUNGERSTATION"", ""HUNGER STATION"", ""HS*""]",56.4,22.56,none,,"[""KHOBAR"", ""TABUK"", ""YANBU""]"
M0347,Abha Store,متجر أبها,shopping,True,"[""ABHA STORE"", ""ABHASTORE"", ""ABHA_STORE"", ""AS"", ""SP*ABHASTOR""]",282.91,169.75,none,,"[""JED"", ""KHOBAR""]"
M0348,Ryd Diner,مطعم شعبي الرياض,food,True,"[""RD"", ""RYD DINER"", ""RYDDINER"", ""RYD_DINER""]",24.44,9.78,none,HUNGERSTATION,"[""DMM"", ""JED"", ""MAD"", ""RYD""]"
M0349,Careem,كريم,transport,True,"[""CAREEM"", ""CAREEM*""]",65.13,29.31,none,,"[""JIZAN"", ""MAD"", ""TABUK""]"
M0350,McDonald's,ماكدونالدز,food,True,"[""MCD"", ""MCDONALDS"", ""MCD*"", ""SP*MCD""]",35,15,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0351,Jizan Mart,تموينات جازان,groceries,False,"[""JIZAN MART"", ""JIZANMART"", ""JIZAN_MART"", ""JM"", ""SP*JIZANMAR""]",207.54,103.77,none,,"[""NJRAN""]"
M0352,Qassim Supermarket,سوبر ماركت القصيم,groceries,False,"[""QASSIM SUPERMARKET"", ""QASSIMSUPERMARKET"", ""QASSIM_SUPERMARKET"", ""QS""]",198.73,99.36,none,,"[""ABHA""]"
M0353,Mak Mart 37,تموينات مكة 37,groceries,True,"[""MAK MART 37"", ""MAKMART37"", ""MAK_MART_37"", ""MM3""]",125.21,62.6,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0354,Njran Cinema,سينما نجران,entertainment,True,"[""NC"", ""NJRAN CINEMA"", ""NJRANCINEMA"", ""NJRAN_CINEMA""]",53.19,15.96,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0355,Yanbu Eatery 81,مطعم صغير ينبع 81,food,False,"[""YANBU EATERY 81"", ""YANBUEATERY81"", ""YANBU_EATERY_81"", ""YE8""]",52.33,20.93,none,TOYOU,"[""HAIL"", ""MAD""]"
M0356,Abha Pharmacy,صيدلية أبها,health,True,"[""ABHA PHARMACY"", ""ABHAPHARMACY"", ""ABHA_PHARMACY"", ""AP""]",271.03,135.51,none,,"[""JED"", ""KHOBAR"", ""MAK""]"
M0357,Njran Kitchen 38,مطبخ نجران 38,food,True,"[""NJRAN KITCHEN 38"", ""NJRANKITCHEN38"", ""NJRAN_KITCHEN_38"", ""NK3""]",73.56,29.42,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0358,Al Nahda Schools,مدارس النهضة,education,True,"[""AL NAHDA SCHOOLS"", ""ALNAHDASCHOOLS"", ""AL_NAHDA_SCHOOLS"", ""ANS""]",2086.96,1043.48,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0359,Mad Outlet,آوتلت المدينة,shopping,True,"[""MAD OUTLET"", ""MADOUTLET"", ""MAD_OUTLET"", ""MO""]",673.95,404.37,none,,"[""DMM"", ""MAD"", ""MAK"", ""RYD""]"
M0360,Mad Store,متجر المدينة,shopping,False,"[""MAD STORE"", ""MADSTORE"", ""MAD_STORE"", ""MS"", ""SP*MADSTORE""]",112.5,67.5,none,,"[""DMM"", ""HAIL"", ""NJRAN""]"
M0361,Yanbu Eatery 7,مطعم صغير ينبع 7,food,True,"[""YANBU EATERY 7"", ""YANBUEATERY7"", ""YANBU_EATERY_7"", ""YE7""]",50.47,20.19,none,,"[""ABHA"", ""DMM"", ""RYD""]"
